x,z,level,in_memory,status,full_status,accessible_ready,ticking_ready,entity_ticking_ready,ticket,spawning,block_entity_count
-13,-4,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,-3,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-4,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-3,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,-2,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,-1,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-2,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-1,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,0,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,1,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
0,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
1,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,2,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,3,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
2,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
3,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,4,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,5,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
4,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
5,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,6,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,7,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
6,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
7,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,8,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,9,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
8,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
9,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,10,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,11,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
10,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
11,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,12,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-12,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-11,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-10,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-9,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-8,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-7,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-6,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-5,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-4,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-3,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-2,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-1,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
0,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
1,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
2,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
3,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
4,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
5,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
6,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
7,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
8,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
9,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
10,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
11,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
12,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
12,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-12,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-11,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-10,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-9,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-8,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-7,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-6,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-5,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-4,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-3,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-2,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-1,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,0,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,1,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,2,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,3,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,4,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,5,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,6,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,7,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,8,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,9,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,10,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,11,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,12,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,13,35,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-13,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-12,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-12,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-11,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-10,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-11,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-10,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-9,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-8,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-9,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-8,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-7,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-6,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-7,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-6,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-5,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-4,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-5,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-4,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-3,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-2,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-3,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-2,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-1,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,0,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-1,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
0,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,1,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,2,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
1,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
2,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,3,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,4,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
3,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
4,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,5,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,6,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
5,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
6,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,7,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,8,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
7,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
8,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,9,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,10,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
9,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
10,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,11,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,12,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
11,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
12,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,13,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-12,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-11,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-10,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-9,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-8,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-7,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-6,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-5,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-4,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-3,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-2,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-1,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
0,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
1,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
2,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
3,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
4,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
5,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
6,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
7,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
8,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
9,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
10,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
11,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
12,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-13,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-12,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-11,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-10,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-9,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-8,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-7,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-6,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-5,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-4,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-3,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-2,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,-1,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,0,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,1,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,2,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,3,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,4,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,5,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,6,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,7,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,8,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,9,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,10,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,11,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,12,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,13,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
14,14,36,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-14,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-13,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-12,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-11,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-12,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-11,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-10,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-9,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-10,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-9,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-8,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-7,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-8,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-7,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-6,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-5,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-6,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-5,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-4,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-3,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-4,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-3,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-2,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,-1,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-2,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-1,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,0,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,1,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
0,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
1,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,2,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,3,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
2,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
3,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,4,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,5,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
4,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
5,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,6,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,7,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
6,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
7,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,8,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,9,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
8,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
9,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,10,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,11,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
10,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
11,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,12,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,13,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
12,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
13,-15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,14,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-15,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-14,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-13,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-12,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-11,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-10,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-9,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-8,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-7,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-6,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-5,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-4,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-3,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-2,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
-1,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
0,15,37,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0
